,Genome,Contig,q_start,q_end,Subject,s_start,s_end,strand
1429,GCA_000710315.1_Eremothecium_coryli_genomic.fna,AZAH01000015.1,78874,79782,Lachancea_fermentati_LAFE_0C04588G,909,1,-1
1430,GCA_000710315.1_Eremothecium_coryli_genomic.fna,AZAH01000015.1,78875,79782,Tetrapisispora_phaffii_TPHA_0E02830,908,1,-1
1431,GCA_000710315.1_Eremothecium_coryli_genomic.fna,AZAH01000015.1,78874,79782,Lachancea_quebecensis_LAQU0_S08e03994g,909,1,-1
1432,GCA_000710315.1_Eremothecium_coryli_genomic.fna,AZAH01000015.1,78874,79782,Zygosaccharomyces_bailii_FUGC01000003.1_cds_SJM83735.1_1,909,1,-1
1433,GCA_000710315.1_Eremothecium_coryli_genomic.fna,AZAH01000015.1,78874,79782,Zygosaccharomyces_parabailii_ZPAR0C01310_A,909,1,-1
1434,GCA_000710315.1_Eremothecium_coryli_genomic.fna,AZAH01000015.1,78875,79782,Naumovozyma_dairenensis_NDAI_0I01070,908,1,-1
1435,GCF_947243775.1_Skud-IFO1802_genomic.fna,NC_079287.1,156436,157920,Saccharomyces##kudriavzevii_SKDZ_16G0730,1,1485,1
1436,GCF_947243775.1_Skud-IFO1802_genomic.fna,NC_079287.1,156436,157920,Saccharomyces_paradoxus_CP020257.1_cds_QHS76536.1_1,1,1485,1
1437,GCF_947243775.1_Skud-IFO1802_genomic.fna,NC_079287.1,156436,157920,Saccharomyces_pastorianus_GRS66_005211,1,1485,1
1438,GCF_947243775.1_Skud-IFO1802_genomic.fna,NC_079287.1,156436,157920,Saccharomyces_cerevisiae_YPL204W,1,1485,1
1439,GCF_947243775.1_Skud-IFO1802_genomic.fna,NC_079287.1,156436,157920,Saccharomyces_uvarum_SUVC_16G0780,1,1476,1
1440,GCF_947243775.1_Skud-IFO1802_genomic.fna,NC_079287.1,156436,157920,Saccharomyces_bayanus_var.uvarum_Suva_16.102,1,1476,1
1441,GCF_947243775.1_Skud-IFO1802_genomic.fna,NC_079287.1,156436,157920,Saccharomyces##mikatae_SMKI_06G3130,1,1491,1
1442,GCF_947243775.1_Skud-IFO1802_genomic.fna,NC_079287.1,156436,157920,Saccharomyces_eubayanus_DI49_5263,1,1494,1
1443,GCF_947243775.1_Skud-IFO1802_genomic.fna,NC_079287.1,156436,157920,Saccharomyces_pastorianus_GRS66_010945,1,1458,1
1444,GCF_947243775.1_Skud-IFO1802_genomic.fna,NC_079287.1,156436,157638,Torulaspora_delbrueckii_TDEL_0E05230,1,1239,1
1445,GCF_947243775.1_Skud-IFO1802_genomic.fna,NC_079287.1,156436,157344,Zygotorulaspora_mrakii_HG535_0B00830,1,909,1
1446,GCF_947243775.1_Skud-IFO1802_genomic.fna,NC_079287.1,156436,157637,Nakaseomyces_glabratus_CAGL0H03553g,1,1229,1
1447,GCF_947243775.1_Skud-IFO1802_genomic.fna,NC_079287.1,156436,157638,Torulaspora_globosa_HG536_0E05330,1,1248,1
1448,GCF_947243775.1_Skud-IFO1802_genomic.fna,NC_079287.1,156436,157610,Lachancea_fermentati_LAFE_0C04588G,1,1151,1
1449,GCF_947243775.1_Skud-IFO1802_genomic.fna,NC_079287.1,156436,157608,Zygosaccharomyces_parabailii_ZPAR0C01310_A,1,1197,1
1450,GCF_947243775.1_Skud-IFO1802_genomic.fna,NC_079287.1,156436,157608,Zygosaccharomyces_parabailii_ZPAR0K01220_B,1,1206,1
1451,GCF_947243775.1_Skud-IFO1802_genomic.fna,NC_079287.1,156436,157571,Naumovozyma_dairenensis_NDAI_0I01070,1,1121,1
1452,GCF_947243775.1_Skud-IFO1802_genomic.fna,NC_079287.1,156436,157608,Zygosaccharomyces_bailii_FUGC01000003.1_cds_SJM83735.1_1,1,1197,1
1453,GCF_947243775.1_Skud-IFO1802_genomic.fna,NC_079287.1,156436,157344,Tetrapisispora_phaffii_TPHA_0E02830,1,909,1
1454,GCF_947243775.1_Skud-IFO1802_genomic.fna,NC_079287.1,156436,157344,Kazachstania_barnettii_KABA2_06S03410,1,909,1
1455,GCF_947243775.1_Skud-IFO1802_genomic.fna,NC_079287.1,156436,157361,Zygosaccharomyces_rouxii_ZYRO0G08866g,1,926,1
1456,GCF_947243775.1_Skud-IFO1802_genomic.fna,NC_079287.1,156436,157625,Naumovozyma_castellii_NCAS_0D03820,1,1157,1
1457,GCF_947243775.1_Skud-IFO1802_genomic.fna,NC_079287.1,156438,157338,Vanderwaltozyma_polyspora_Kpol_1033p51,4,903,1
1458,GCF_947243775.1_Skud-IFO1802_genomic.fna,NC_079287.1,156436,157554,Kazachstania_africana_KAFR_0K00320,1,1089,1
1459,GCF_947243775.1_Skud-IFO1802_genomic.fna,NC_079287.1,156436,157623,Vanderwaltozyma_polyspora_Kpol_1002p53,1,1182,1
1460,GCF_947243775.1_Skud-IFO1802_genomic.fna,NC_079287.1,156436,157607,Lachancea_thermotolerans_KLTH0H04158g,1,1151,1
1461,GCF_947243775.1_Skud-IFO1802_genomic.fna,NC_079287.1,156436,157344,Kazachstania_saulgeensis_KASA_0K01848G,1,909,1
1462,GCF_000142805.1_ASM14280v1_genomic.fna,NC_013084.1,378344,379798,Lachancea_thermotolerans_KLTH0H04158g,1,1455,1
1463,GCF_000142805.1_ASM14280v1_genomic.fna,NC_013084.1,378344,379798,Lachancea_quebecensis_LAQU0_S08e03994g,1,1455,1
1464,GCF_000142805.1_ASM14280v1_genomic.fna,NC_013084.1,378344,379531,Lachancea_meyersii_LAME_0B04214G,1,1185,1
1465,GCF_000142805.1_ASM14280v1_genomic.fna,NC_013084.1,378344,379572,Lachancea_nothofagi_LANO_0E04126G,1,1220,1
1466,GCF_000142805.1_ASM14280v1_genomic.fna,NC_013084.1,378344,379531,Lachancea_lanzarotensis_LALA0_S05e05996g,1,1185,1
1467,GCF_000142805.1_ASM14280v1_genomic.fna,NC_013084.1,378344,379521,Lachancea_dasiensis_LADA_0H10132G,1,1175,1
1468,GCF_000142805.1_ASM14280v1_genomic.fna,NC_013084.1,378344,379512,Lachancea_fermentati_LAFE_0C04588G,1,1166,1
1469,GCF_000142805.1_ASM14280v1_genomic.fna,NC_013084.1,378356,379509,Lachancea_mirantina_LAMI_0G10330G,13,1175,1
1470,GCF_000142805.1_ASM14280v1_genomic.fna,NC_013084.1,378344,379507,Eremothecium_gossypii_AGOS_AFL091W,1,1188,1
1471,GCF_000142805.1_ASM14280v1_genomic.fna,NC_013084.1,378344,379425,Kluyveromyces_marxianus_KLMA_10641_Corrected_start_codon,1,1070,1
1472,GCF_000142805.1_ASM14280v1_genomic.fna,NC_013084.1,378344,379251,Torulaspora_globosa_HG536_0E05330,1,908,1
1473,GCF_000142805.1_ASM14280v1_genomic.fna,NC_013084.1,378344,379494,Saccharomyces##kudriavzevii_SKDZ_16G0730,1,1172,1
1474,GCF_000142805.1_ASM14280v1_genomic.fna,NC_013084.1,378344,379425,Saccharomyces_eubayanus_DI49_5263,1,1100,1
1475,GCF_000142805.1_ASM14280v1_genomic.fna,NC_013084.1,378344,379251,Saccharomyces_uvarum_SUVC_16G0780,1,908,1
1476,GCF_000142805.1_ASM14280v1_genomic.fna,NC_013084.1,378344,379251,Saccharomyces_bayanus_var.uvarum_Suva_16.102,1,908,1
1477,GCF_000142805.1_ASM14280v1_genomic.fna,NC_013084.1,378344,379425,Saccharomyces_pastorianus_GRS66_010945,1,1100,1
1478,GCA_017309295.1_JHU_Cniv_v1_genomic.fna,JAEVGP010000004.1,392312,393796,Nakaseomyces_glabratus_CAGL0H03553g,1,1488,1
1479,GCA_017309295.1_JHU_Cniv_v1_genomic.fna,JAEVGP010000004.1,392312,393553,Torulaspora_globosa_HG536_0E05330,1,1263,1
1480,GCA_017309295.1_JHU_Cniv_v1_genomic.fna,JAEVGP010000004.1,392312,393553,Torulaspora_delbrueckii_TDEL_0E05230,1,1254,1
1481,GCA_017309295.1_JHU_Cniv_v1_genomic.fna,JAEVGP010000004.1,392312,393539,Zygosaccharomyces_rouxii_ZYRO0G08866g,1,1271,1
1482,GCA_017309295.1_JHU_Cniv_v1_genomic.fna,JAEVGP010000004.1,392312,393531,Naumovozyma_castellii_NCAS_0D03820,1,1163,1
1483,GCA_017309295.1_JHU_Cniv_v1_genomic.fna,JAEVGP010000004.1,392312,393552,Zygotorulaspora_mrakii_HG535_0B00830,1,1271,1
1484,GCA_017309295.1_JHU_Cniv_v1_genomic.fna,JAEVGP010000004.1,392312,393547,Naumovozyma_dairenensis_NDAI_0I01070,1,1197,1
1485,GCA_017309295.1_JHU_Cniv_v1_genomic.fna,JAEVGP010000004.1,392312,393538,Saccharomyces_eubayanus_DI49_5263,1,1200,1
1486,GCA_017309295.1_JHU_Cniv_v1_genomic.fna,JAEVGP010000004.1,392312,393507,Zygosaccharomyces_parabailii_ZPAR0C01310_A,1,1196,1
1487,GCA_017309295.1_JHU_Cniv_v1_genomic.fna,JAEVGP010000004.1,392312,393538,Saccharomyces_pastorianus_GRS66_010945,1,1200,1
1488,GCA_017309295.1_JHU_Cniv_v1_genomic.fna,JAEVGP010000004.1,392312,393525,Saccharomyces_pastorianus_GRS66_005211,1,1190,1
1489,GCA_017309295.1_JHU_Cniv_v1_genomic.fna,JAEVGP010000004.1,392312,393507,Zygosaccharomyces_bailii_FUGC01000003.1_cds_SJM83735.1_1,1,1196,1
1490,GCA_017309295.1_JHU_Cniv_v1_genomic.fna,JAEVGP010000004.1,392312,393515,Vanderwaltozyma_polyspora_Kpol_1002p53,1,1174,1
1491,GCA_017309295.1_JHU_Cniv_v1_genomic.fna,JAEVGP010000004.1,392312,393525,Saccharomyces_cerevisiae_YPL204W,1,1190,1
1492,GCA_017309295.1_JHU_Cniv_v1_genomic.fna,JAEVGP010000004.1,392312,393225,Kazachstania_saulgeensis_KASA_0P01430G,1,914,1
1493,GCA_017309295.1_JHU_Cniv_v1_genomic.fna,JAEVGP010000004.1,392312,393538,Saccharomyces_uvarum_SUVC_16G0780,1,1200,1
1494,GCA_017309295.1_JHU_Cniv_v1_genomic.fna,JAEVGP010000004.1,392312,393538,Saccharomyces_bayanus_var.uvarum_Suva_16.102,1,1200,1
1495,GCA_017309295.1_JHU_Cniv_v1_genomic.fna,JAEVGP010000004.1,392312,393507,Zygosaccharomyces_parabailii_ZPAR0K01220_B,1,1205,1
1496,GCA_017309295.1_JHU_Cniv_v1_genomic.fna,JAEVGP010000004.1,392312,393538,Saccharomyces##kudriavzevii_SKDZ_16G0730,1,1203,1
1497,GCA_017309295.1_JHU_Cniv_v1_genomic.fna,JAEVGP010000004.1,392312,393537,Saccharomyces##mikatae_SMKI_06G3130,1,1202,1
1498,GCA_017309295.1_JHU_Cniv_v1_genomic.fna,JAEVGP010000004.1,392312,393234,Saccharomyces_paradoxus_CP020257.1_cds_QHS76536.1_1,1,923,1
1499,GCA_017309295.1_JHU_Cniv_v1_genomic.fna,JAEVGP010000004.1,392312,393220,Kluyveromyces_marxianus_KLMA_10641_Corrected_start_codon,1,909,1
1500,GCA_017309295.1_JHU_Cniv_v1_genomic.fna,JAEVGP010000004.1,392312,393217,Tetrapisispora_blattae_TBLA0B05310,1,906,1
1501,GCA_017309295.1_JHU_Cniv_v1_genomic.fna,JAEVGP010000004.1,392324,393219,Lachancea_dasiensis_LADA_0H10132G,13,908,1
1502,GCA_017309295.1_JHU_Cniv_v1_genomic.fna,JAEVGP010000004.1,392314,393213,Vanderwaltozyma_polyspora_Kpol_1033p51,4,902,1
1503,GCA_017309295.1_JHU_Cniv_v1_genomic.fna,JAEVGP010000004.1,392312,393225,Kazachstania_naganishii_KNAG_0F01980,1,914,1
1504,GCA_017309295.1_JHU_Cniv_v1_genomic.fna,JAEVGP010000004.1,392312,393520,Lachancea_fermentati_LAFE_0C04588G,1,1161,1
1505,GCA_017309295.1_JHU_Cniv_v1_genomic.fna,JAEVGP010000004.1,392312,393223,Tetrapisispora_phaffii_TPHA_0E02830,1,912,1
1506,GCA_017309295.1_JHU_Cniv_v1_genomic.fna,JAEVGP010000004.1,392312,393517,Kazachstania_barnettii_KABA2_04S02882,1,1191,1
1507,GCA_017309295.1_JHU_Cniv_v1_genomic.fna,JAEVGP010000004.1,392312,393220,Kluyveromyces_lactis_KLLA0_D03168g,1,909,1
1508,GCA_017309295.1_JHU_Cniv_v1_genomic.fna,JAEVGP010000004.1,392312,393222,Kazachstania_africana_KAFR_0K00320,1,911,1
1509,GCA_017309295.1_JHU_Cniv_v1_genomic.fna,JAEVGP010000004.1,392312,393225,Kazachstania_exigua_HRR25_1,1,914,1
1510,GCA_017309295.1_JHU_Cniv_v1_genomic.fna,JAEVGP010000004.1,392312,393220,Kazachstania_saulgeensis_KASA_0K01848G,1,909,1
1511,GCA_017309295.1_JHU_Cniv_v1_genomic.fna,JAEVGP010000004.1,392312,393221,Kazachstania_africana_KAFR_0C02290,1,910,1
1512,GCA_017309295.1_JHU_Cniv_v1_genomic.fna,JAEVGP010000004.1,392324,393510,Lachancea_nothofagi_LANO_0E04126G,13,1151,1
1513,GCA_017309295.1_JHU_Cniv_v1_genomic.fna,JAEVGP010000004.1,392312,393220,Kazachstania_exigua_HRR25_2,1,909,1
1514,yHAB164_kazachstania_aerobia_160519.fas,scf7180000020150,71717,72889,Kazachstania_saulgeensis_KASA_0K01848G,1134,1,-1
1515,yHAB164_kazachstania_aerobia_160519.fas,scf7180000020150,71981,72889,Kazachstania_exigua_HRR25_2,909,1,-1
1516,yHAB164_kazachstania_aerobia_160519.fas,scf7180000020150,71715,72889,Kazachstania_barnettii_KABA2_06S03410,1142,1,-1
1517,yHAB164_kazachstania_aerobia_160519.fas,scf7180000020150,71660,72889,Naumovozyma_dairenensis_NDAI_0I01070,1188,1,-1
1518,yHAB164_kazachstania_aerobia_160519.fas,scf7180000020150,71721,72889,Kazachstania_africana_KAFR_0K00320,1112,1,-1
1519,yHAB164_kazachstania_aerobia_160519.fas,scf7180000020150,71968,72889,Naumovozyma_castellii_NCAS_0D03820,922,1,-1
1520,yHAB164_kazachstania_aerobia_160519.fas,scf7180000020150,71984,72889,Tetrapisispora_blattae_TBLA0B05310,906,1,-1
1521,yHAB164_kazachstania_aerobia_160519.fas,scf7180000020150,71981,72889,Kazachstania_saulgeensis_KASA_0P01430G,909,1,-1
1522,yHAB164_kazachstania_aerobia_160519.fas,scf7180000020150,71982,72889,Kazachstania_exigua_HRR25_1,908,1,-1
1523,yHAB164_kazachstania_aerobia_160519.fas,scf7180000020150,71673,72889,Saccharomyces_cerevisiae_YPL204W,1190,1,-1
1524,yHAB164_kazachstania_aerobia_160519.fas,scf7180000020150,71980,72889,Zygotorulaspora_mrakii_HG535_0B00830,910,1,-1
1525,yHAB164_kazachstania_aerobia_160519.fas,scf7180000020150,71673,72889,Saccharomyces_paradoxus_CP020257.1_cds_QHS76536.1_1,1190,1,-1
1526,yHAB164_kazachstania_aerobia_160519.fas,scf7180000020150,71673,72889,Saccharomyces_pastorianus_GRS66_005211,1190,1,-1
1527,yHAB164_kazachstania_aerobia_160519.fas,scf7180000020150,71987,72887,Vanderwaltozyma_polyspora_Kpol_1033p51,903,4,-1
1528,yHAB164_kazachstania_aerobia_160519.fas,scf7180000020150,71660,72889,Saccharomyces##mikatae_SMKI_06G3130,1203,1,-1
1529,yHAB164_kazachstania_aerobia_160519.fas,scf7180000020150,71981,72889,Kazachstania_africana_KAFR_0C02290,909,1,-1
1530,yHAB164_kazachstania_aerobia_160519.fas,scf7180000020150,71620,72889,Kazachstania_barnettii_KABA2_04S02882,1255,1,-1
1531,yHAB164_kazachstania_aerobia_160519.fas,scf7180000020150,71982,72889,Vanderwaltozyma_polyspora_Kpol_1002p53,908,1,-1
1532,yHAB164_kazachstania_aerobia_160519.fas,scf7180000020150,71976,72889,Zygosaccharomyces_rouxii_ZYRO0G08866g,914,1,-1
1533,yHAB164_kazachstania_aerobia_160519.fas,scf7180000020150,71980,72889,Tetrapisispora_phaffii_TPHA_0E02830,910,1,-1
1534,yHAB164_kazachstania_aerobia_160519.fas,scf7180000020150,71622,72889,Saccharomyces_pastorianus_GRS66_010945,1238,1,-1
1535,yHAB164_kazachstania_aerobia_160519.fas,scf7180000020150,71622,72889,Saccharomyces_eubayanus_DI49_5263,1238,1,-1
1536,yHAB164_kazachstania_aerobia_160519.fas,scf7180000020150,71673,72889,Saccharomyces##kudriavzevii_SKDZ_16G0730,1190,1,-1
1537,yHAB164_kazachstania_aerobia_160519.fas,scf7180000020150,71661,72889,Saccharomyces_uvarum_SUVC_16G0780,1199,1,-1
1538,yHAB164_kazachstania_aerobia_160519.fas,scf7180000020150,71661,72889,Saccharomyces_bayanus_var.uvarum_Suva_16.102,1199,1,-1
1539,yHAB164_kazachstania_aerobia_160519.fas,scf7180000020150,71621,72889,Torulaspora_delbrueckii_TDEL_0E05230,1275,1,-1
1540,yHAB164_kazachstania_aerobia_160519.fas,scf7180000020150,71981,72889,Kluyveromyces_lactis_KLLA0_D03168g,909,1,-1
1541,yHMPu5000034865_zygosaccharomyces_kombuchaensis_160519.fas,NODE_94_length_36131_cov_9.40769_ID_187,16382,17845,Zygosaccharomyces_bailii_FUGC01000003.1_cds_SJM83735.1_1,1446,1,-1
1542,yHMPu5000034865_zygosaccharomyces_kombuchaensis_160519.fas,NODE_94_length_36131_cov_9.40769_ID_187,16382,17845,Zygosaccharomyces_parabailii_ZPAR0C01310_A,1446,1,-1
1543,yHMPu5000034865_zygosaccharomyces_kombuchaensis_160519.fas,NODE_94_length_36131_cov_9.40769_ID_187,16382,17845,Zygosaccharomyces_parabailii_ZPAR0K01220_B,1455,1,-1
1544,yHMPu5000034865_zygosaccharomyces_kombuchaensis_160519.fas,NODE_94_length_36131_cov_9.40769_ID_187,16382,17845,Zygosaccharomyces_rouxii_ZYRO0G08866g,1506,1,-1
1545,yHMPu5000034865_zygosaccharomyces_kombuchaensis_160519.fas,NODE_94_length_36131_cov_9.40769_ID_187,16668,17845,Torulaspora_globosa_HG536_0E05330,1220,1,-1
1546,yHMPu5000034865_zygosaccharomyces_kombuchaensis_160519.fas,NODE_94_length_36131_cov_9.40769_ID_187,16667,17845,Torulaspora_delbrueckii_TDEL_0E05230,1209,1,-1
1547,yHMPu5000034865_zygosaccharomyces_kombuchaensis_160519.fas,NODE_94_length_36131_cov_9.40769_ID_187,16667,17845,Nakaseomyces_glabratus_CAGL0H03553g,1200,1,-1
1548,yHMPu5000034865_zygosaccharomyces_kombuchaensis_160519.fas,NODE_94_length_36131_cov_9.40769_ID_187,16650,17845,Saccharomyces_uvarum_SUVC_16G0780,1187,1,-1
1549,yHMPu5000034865_zygosaccharomyces_kombuchaensis_160519.fas,NODE_94_length_36131_cov_9.40769_ID_187,16650,17845,Saccharomyces_bayanus_var.uvarum_Suva_16.102,1187,1,-1
1550,yHMPu5000034865_zygosaccharomyces_kombuchaensis_160519.fas,NODE_94_length_36131_cov_9.40769_ID_187,16929,17845,Kazachstania_naganishii_KNAG_0F01980,917,1,-1
1551,yHMPu5000034865_zygosaccharomyces_kombuchaensis_160519.fas,NODE_94_length_36131_cov_9.40769_ID_187,16650,17845,Saccharomyces_eubayanus_DI49_5263,1187,1,-1
1552,yHMPu5000034865_zygosaccharomyces_kombuchaensis_160519.fas,NODE_94_length_36131_cov_9.40769_ID_187,16650,17845,Saccharomyces_pastorianus_GRS66_010945,1187,1,-1
1553,yHMPu5000034865_zygosaccharomyces_kombuchaensis_160519.fas,NODE_94_length_36131_cov_9.40769_ID_187,16938,17845,Kazachstania_naganishii_KNAG_0D01130,908,1,-1
1554,yHMPu5000034865_zygosaccharomyces_kombuchaensis_160519.fas,NODE_94_length_36131_cov_9.40769_ID_187,16935,17845,Lachancea_meyersii_LAME_0B04214G,911,1,-1
1555,yHMPu5000034865_zygosaccharomyces_kombuchaensis_160519.fas,NODE_94_length_36131_cov_9.40769_ID_187,16668,17845,Saccharomyces##kudriavzevii_SKDZ_16G0730,1172,1,-1
1556,yHMPu5000034865_zygosaccharomyces_kombuchaensis_160519.fas,NODE_94_length_36131_cov_9.40769_ID_187,16650,17845,Saccharomyces_pastorianus_GRS66_005211,1190,1,-1
1557,yHMPu5000034865_zygosaccharomyces_kombuchaensis_160519.fas,NODE_94_length_36131_cov_9.40769_ID_187,16650,17845,Saccharomyces_cerevisiae_YPL204W,1190,1,-1
1558,yHMPu5000034865_zygosaccharomyces_kombuchaensis_160519.fas,NODE_94_length_36131_cov_9.40769_ID_187,16937,17845,Kluyveromyces_marxianus_KLMA_10641_Corrected_start_codon,909,1,-1
1559,yHMPu5000034865_zygosaccharomyces_kombuchaensis_160519.fas,NODE_94_length_36131_cov_9.40769_ID_187,16668,17845,Saccharomyces##mikatae_SMKI_06G3130,1172,1,-1
1560,yHMPu5000034865_zygosaccharomyces_kombuchaensis_160519.fas,NODE_94_length_36131_cov_9.40769_ID_187,16668,17845,Lachancea_fermentati_LAFE_0C04588G,1148,1,-1
1561,yHMPu5000034865_zygosaccharomyces_kombuchaensis_160519.fas,NODE_94_length_36131_cov_9.40769_ID_187,16935,17845,Lachancea_dasiensis_LADA_0H10132G,911,1,-1
1562,yHMPu5000034865_zygosaccharomyces_kombuchaensis_160519.fas,NODE_94_length_36131_cov_9.40769_ID_187,16668,17845,Lachancea_thermotolerans_KLTH0H04158g,1151,1,-1
1563,yHMPu5000034865_zygosaccharomyces_kombuchaensis_160519.fas,NODE_94_length_36131_cov_9.40769_ID_187,16929,17845,Lachancea_nothofagi_LANO_0E04126G,917,1,-1
1564,yHMPu5000034865_zygosaccharomyces_kombuchaensis_160519.fas,NODE_94_length_36131_cov_9.40769_ID_187,16668,17845,Lachancea_quebecensis_LAQU0_S08e03994g,1151,1,-1
1565,yHMPu5000034865_zygosaccharomyces_kombuchaensis_160519.fas,NODE_94_length_36131_cov_9.40769_ID_187,16668,17845,Saccharomyces_paradoxus_CP020257.1_cds_QHS76536.1_1,1172,1,-1
1566,yHMPu5000034865_zygosaccharomyces_kombuchaensis_160519.fas,NODE_94_length_36131_cov_9.40769_ID_187,16719,17845,Lachancea_mirantina_LAMI_0G10330G,1109,1,-1
1567,yHMPu5000034865_zygosaccharomyces_kombuchaensis_160519.fas,NODE_94_length_36131_cov_9.40769_ID_187,16650,17845,Naumovozyma_castellii_NCAS_0D03820,1157,1,-1
1568,yHMPu5000034865_zygosaccharomyces_kombuchaensis_160519.fas,NODE_94_length_36131_cov_9.40769_ID_187,16935,17845,Lachancea_lanzarotensis_LALA0_S05e05996g,911,1,-1
1569,yHMPu5000034865_zygosaccharomyces_kombuchaensis_160519.fas,NODE_94_length_36131_cov_9.40769_ID_187,16716,17845,Naumovozyma_dairenensis_NDAI_0I01070,1109,1,-1
1570,yHMPu5000034865_zygosaccharomyces_kombuchaensis_160519.fas,NODE_94_length_36131_cov_9.40769_ID_187,16938,17845,Eremothecium_gossypii_AGOS_AFL091W,908,1,-1
1571,yHMPu5000034865_zygosaccharomyces_kombuchaensis_160519.fas,NODE_94_length_36131_cov_9.40769_ID_187,16936,17845,Zygotorulaspora_mrakii_HG535_0B00830,910,1,-1
1572,yHMPu5000034865_zygosaccharomyces_kombuchaensis_160519.fas,NODE_94_length_36131_cov_9.40769_ID_187,16936,17845,Tetrapisispora_phaffii_TPHA_0E02830,910,1,-1
1573,GCF_000002545.3_ASM254v2_genomic.fna,NC_006031.1,328668,330155,Nakaseomyces_glabratus_CAGL0H03553g,1488,1,-1
1574,GCF_000002545.3_ASM254v2_genomic.fna,NC_006031.1,328895,330155,Torulaspora_globosa_HG536_0E05330,1285,1,-1
1575,GCF_000002545.3_ASM254v2_genomic.fna,NC_006031.1,328911,330155,Zygotorulaspora_mrakii_HG535_0B00830,1272,1,-1
1576,GCF_000002545.3_ASM254v2_genomic.fna,NC_006031.1,328927,330155,Saccharomyces##kudriavzevii_SKDZ_16G0730,1202,1,-1
1577,GCF_000002545.3_ASM254v2_genomic.fna,NC_006031.1,329248,330155,Kazachstania_naganishii_KNAG_0F01980,908,1,-1
1578,GCF_000002545.3_ASM254v2_genomic.fna,NC_006031.1,328898,330155,Torulaspora_delbrueckii_TDEL_0E05230,1264,1,-1
1579,GCF_000002545.3_ASM254v2_genomic.fna,NC_006031.1,328957,330155,Zygosaccharomyces_parabailii_ZPAR0C01310_A,1196,1,-1
1580,GCF_000002545.3_ASM254v2_genomic.fna,NC_006031.1,328954,330155,Vanderwaltozyma_polyspora_Kpol_1002p53,1169,1,-1
1581,GCF_000002545.3_ASM254v2_genomic.fna,NC_006031.1,328957,330155,Zygosaccharomyces_bailii_FUGC01000003.1_cds_SJM83735.1_1,1196,1,-1
1582,GCF_000002545.3_ASM254v2_genomic.fna,NC_006031.1,328957,330155,Zygosaccharomyces_parabailii_ZPAR0K01220_B,1205,1,-1
1583,GCF_000002545.3_ASM254v2_genomic.fna,NC_006031.1,328927,330155,Saccharomyces_pastorianus_GRS66_005211,1202,1,-1
1584,GCF_000002545.3_ASM254v2_genomic.fna,NC_006031.1,328921,330155,Saccharomyces_eubayanus_DI49_5263,1199,1,-1
1585,GCF_000002545.3_ASM254v2_genomic.fna,NC_006031.1,328921,330155,Saccharomyces_pastorianus_GRS66_010945,1199,1,-1
1586,GCF_000002545.3_ASM254v2_genomic.fna,NC_006031.1,328927,330155,Saccharomyces_cerevisiae_YPL204W,1202,1,-1
1587,GCF_000002545.3_ASM254v2_genomic.fna,NC_006031.1,329247,330155,Kluyveromyces_marxianus_KLMA_10641_Corrected_start_codon,909,1,-1
1588,GCF_000002545.3_ASM254v2_genomic.fna,NC_006031.1,328924,330155,Saccharomyces_paradoxus_CP020257.1_cds_QHS76536.1_1,1202,1,-1
1589,GCF_000002545.3_ASM254v2_genomic.fna,NC_006031.1,329247,330155,Lachancea_meyersii_LAME_0B04214G,909,1,-1
1590,GCF_000002545.3_ASM254v2_genomic.fna,NC_006031.1,328933,330155,Naumovozyma_castellii_NCAS_0D03820,1163,1,-1
1591,GCF_000002545.3_ASM254v2_genomic.fna,NC_006031.1,328920,330155,Naumovozyma_dairenensis_NDAI_0I01070,1194,1,-1
1592,GCF_000002545.3_ASM254v2_genomic.fna,NC_006031.1,328921,330155,Saccharomyces_uvarum_SUVC_16G0780,1199,1,-1
1593,GCF_000002545.3_ASM254v2_genomic.fna,NC_006031.1,328921,330155,Saccharomyces_bayanus_var.uvarum_Suva_16.102,1199,1,-1
1594,GCF_000002545.3_ASM254v2_genomic.fna,NC_006031.1,328932,330155,Zygosaccharomyces_rouxii_ZYRO0G08866g,1263,1,-1
1595,GCF_000002545.3_ASM254v2_genomic.fna,NC_006031.1,329263,330155,Kazachstania_naganishii_KNAG_0D01130,893,1,-1
1596,GCF_000002545.3_ASM254v2_genomic.fna,NC_006031.1,328939,330155,Saccharomyces##mikatae_SMKI_06G3130,1190,1,-1
1597,GCF_000002545.3_ASM254v2_genomic.fna,NC_006031.1,329248,330155,Lachancea_mirantina_LAMI_0G10330G,908,1,-1
1598,GCF_000002545.3_ASM254v2_genomic.fna,NC_006031.1,329247,330155,Lachancea_lanzarotensis_LALA0_S05e05996g,909,1,-1
1599,GCF_000002545.3_ASM254v2_genomic.fna,NC_006031.1,329248,330155,Lachancea_fermentati_LAFE_0C04588G,908,1,-1
1600,GCF_000002545.3_ASM254v2_genomic.fna,NC_006031.1,329248,330116,Lachancea_quebecensis_LAQU0_S08e03994g,908,40,-1
1601,GCF_000002545.3_ASM254v2_genomic.fna,NC_006031.1,329247,330116,Lachancea_nothofagi_LANO_0E04126G,909,40,-1
1602,GCF_000002545.3_ASM254v2_genomic.fna,NC_006031.1,329242,330155,Kazachstania_saulgeensis_KASA_0P01430G,914,1,-1
1603,GCA_947243795.1_Suva-ZP964_genomic.fna,OX365943.1,163226,164707,Saccharomyces_uvarum_SUVC_16G0780,1,1476,1
